"ISBN","User-ID","Book-Rating","Book-Title","Book-Author","Year-Of-Publication"
"0140157913",131837,0,"It Was a Dark and Stormy Night: The Final Conflict : Yet More of the Best (? from the Bulwer-Lytton Fiction Contest)","Scott Rice",1992
"0140157956",108336,5,"The Unquiet Ghost: Russians Remember Stalin","Adam Hochschild",1995
"0140157972",160819,0,"Fire and Civilization","Johan Goudsblom",1995
"0140158014",10199,0,"Ramming the shears: A collection of drawings","Michael Leunig",1990
"0140158073",39467,8,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"0140158073",107301,0,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"0140158073",118434,0,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"0140158073",239594,9,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"0140158073",246631,7,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"0140158073",249146,0,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"0140158073",268030,0,"Collected Short Stories of Roald Dahl","Roald Dahl",1992
"014015809X",255913,0,"Rabbit Omnibus Uk","John Updike",0
"0140158243",185308,0,"Duffy Omnibus","Dan Kavanagh",1992
"0140158278",77119,8,"Summer's Lease","John Clifford Mortimer",1991
"0140158278",233472,0,"Summer's Lease","John Clifford Mortimer",1991
"0140158340",241042,0,"Dead Pan: A Jocelyn O'Roarke Mystery","Jane Dentinger",1994
"0140158359",198711,0,"The Queen Is Dead: A Jocelyn O'Roarke Mystery","Jane Dentinger",1995
"0140158367",27472,7,"Turnaround Jack","Richard Abshire",1992
"0140158367",59189,4,"Turnaround Jack","Richard Abshire",1992
"0140158367",95359,0,"Turnaround Jack","Richard Abshire",1992
"0140158367",114868,0,"Turnaround Jack","Richard Abshire",1992
"0140158367",228998,0,"Turnaround Jack","Richard Abshire",1992
"0140158367",249924,6,"Turnaround Jack","Richard Abshire",1992
"0140158375",32773,0,"Great Housewives of Art Revisited","Sally Swain",1992
"0140158375",245827,5,"Great Housewives of Art Revisited","Sally Swain",1992
"0140158391",64010,8,"The Reader's Quotation Book: A Literary Companion","Steven Gilbar",1991
"0140158391",218569,0,"The Reader's Quotation Book: A Literary Companion","Steven Gilbar",1991
"014015843X",83637,5,"Death Mask: A Jocelyn O'Roarke Mystery","Jane Dentinger",1994
"0140158502",32049,0,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",59933,9,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",106845,0,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",164870,7,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",196146,7,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",222292,10,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",246634,9,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"0140158502",270713,10,"The Cornish Trilogy: The Rebel Angels/What's Bred in the Bone/the Lyre of Orpheus/3 Books in 1 Volume","Robertson Davies",1992
"014015857X",85526,0,"Collected Stories","William Trevor",1993
"0140158588",106988,0,"Ecstasies: Deciphering the Witches' Sabbath","Carlo Ginzburg",1993
"0140159096",115473,0,"Pearl Harbor: The Verdict of History","Gordon W. Prange",2001
"0140159096",266226,0,"Pearl Harbor: The Verdict of History","Gordon W. Prange",2001
"014015910X",199178,6,"The Salterton Trilogy","Robertson Davies",1991
"014015910X",232131,0,"The Salterton Trilogy","Robertson Davies",1991
"0140159142",94923,6,"Life Force","Fay Weldon",1993
"0140159142",101876,0,"Life Force","Fay Weldon",1993
"0140159169",140974,0,"Trouble","Fay Weldon",1994
"0140159169",141901,0,"Trouble","Fay Weldon",1994
"0140159169",185771,0,"Trouble","Fay Weldon",1994
"0140159231",147803,9,"Mrs Jordans Profession IV","Claire Tomalin",0
"0140159320",91449,0,"Murther and Walking Spirits","Robertson Davies",1992
"0140159320",231257,0,"Murther and Walking Spirits","Robertson Davies",1992
"0140159401",23902,7,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",36836,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",60337,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",70318,5,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",87974,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",93790,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",109461,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",119594,9,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",129505,6,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",139835,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",142093,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",225087,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",226879,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",232131,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",246766,5,"Listening to Prozac","Peter D. Kramer",1994
"0140159401",252126,0,"Listening to Prozac","Peter D. Kramer",1994
"0140159444",19664,8,"Game Day: Sports Writings 1970-1990","Thomas Boswell",1992
"0140159533",92853,0,"Temples of Delight","Barbara Trapido",0
"0140159533",232467,0,"Temples of Delight","Barbara Trapido",0
"0140159533",246617,0,"Temples of Delight","Barbara Trapido",0
"014015969X",87141,0,"Secret Dossier: The Hidden Agenda Behind the Gulf War","Pierre Salinger",1991
"0140159703",133034,7,"The Gangster of Love","Jessica Hagedorn",1997
"0140159703",236112,8,"The Gangster of Love","Jessica Hagedorn",1997
"0140159754",36606,0,"My Son's Story","Nadine Gordimer",1991
"0140159754",36836,0,"My Son's Story","Nadine Gordimer",1991
"0140159754",87555,0,"My Son's Story","Nadine Gordimer",1991
"0140159754",136491,8,"My Son's Story","Nadine Gordimer",1991
"0140159754",178201,0,"My Son's Story","Nadine Gordimer",1991
"0140159754",230522,10,"My Son's Story","Nadine Gordimer",1991
"0140159754",232131,0,"My Son's Story","Nadine Gordimer",1991
"0140159754",246617,0,"My Son's Story","Nadine Gordimer",1991
"0140159797",167471,8,"The Salterton Trilogy","Robertson Davies",1992
"0140159797",192960,6,"The Salterton Trilogy","Robertson Davies",1992
"0140159797",196146,9,"The Salterton Trilogy","Robertson Davies",1992
"0140159886",161936,0,"The Blosseville file","Nicholas P Hasluck",1992
"0140159886",176062,0,"The Blosseville file","Nicholas P Hasluck",1992
"0140159908",52044,0,"The English Bible and the Seventeenth-Century Revolution","Christopher Hill",1995
"0140159916",252642,0,"Holocaust Project: From Darkness into Light","Judy Chicago",1993
"0140159924",87555,0,"Riding the Yellow Trolley Car: Selected Nonfiction","William J. Kennedy",1994
"0140159932",105979,0,"Einstein's Wife: Work and Marriage in the Lives of Five Great Twentieth-Century Women","Andrea Gabor",1996
"0140159940",25601,0,"Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West","Wallace Stegner",1992
"0140159940",37400,0,"Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West","Wallace Stegner",1992
"0140159940",156269,8,"Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West","Wallace Stegner",1992
"0140159959",59971,0,"Ludwig Wittgenstein: The Duty of Genius","Ray Monk",1991
"0140159959",89761,0,"Ludwig Wittgenstein: The Duty of Genius","Ray Monk",1991
"0140159959",249862,0,"Ludwig Wittgenstein: The Duty of Genius","Ray Monk",1991
"0140160000",203968,0,"Good Intentions: How Big Business and the Medical Establishment Are Corrupting the Fight Against AIDS","Bruce Nussbaum",1991
"0140160000",251422,0,"Good Intentions: How Big Business and the Medical Establishment Are Corrupting the Fight Against AIDS","Bruce Nussbaum",1991
"0140161015",139467,0,"Devoted Ladies (Virago Modern Classics)","M.J. Farrel",1985
"0140161023",122716,0,"Hester: A Story of Contemporary Life (Virago Modern Classics)","Mrs Oliphant",1985
"0140161074",174830,5,"No Signposts in the Sea (Virago Modern Classics)","Vita Sackville-West",1985
"0140161074",250405,0,"No Signposts in the Sea (Virago Modern Classics)","Vita Sackville-West",1985
"0140161082",60277,0,"Jenny Wren (Virago Modern Classics)","Dawn Watkins",1986
"0140161082",201898,0,"Jenny Wren (Virago Modern Classics)","Dawn Watkins",1986
"0140161090",36836,0,"The Curate's Wife (Virago Modern Classics)","E. H. Young",1985
"0140161120",36836,0,"Troy Chimneys (Virago modern classics)","Margaret Kennedy",1985
"0140161120",60277,0,"Troy Chimneys (Virago modern classics)","Margaret Kennedy",1985
"0140161120",151547,10,"Troy Chimneys (Virago modern classics)","Margaret Kennedy",1985
"0140161163",11819,0,"The Lifted Veil (Virago Modern Classics)","George Eliot",1986
"0140161163",36836,0,"The Lifted Veil (Virago Modern Classics)","George Eliot",1986
"0140161163",60277,0,"The Lifted Veil (Virago Modern Classics)","George Eliot",1986
"0140161163",201898,0,"The Lifted Veil (Virago Modern Classics)","George Eliot",1986
"0140161171",8362,0,"On the Side of the Angels (Virago Modern Classics)","Betty Miller",1986
"014016118X",60277,0,"The Gentlewomen (Virago Modern Classics)","Laura Talbot",1986
"014016121X",24641,0,"Women against men (Virago modern classics)","Storm Jameson",1985
"0140161252",77082,0,"Poor Caroline (Virago Modern Classics)","Winifred Holtby",1986
"0140161279",252848,0,"Open the Door (Virago Modern Classics)","Catherine Carswell",1986
"0140161473",36836,0,"My next bride (Virago modern classics)","Kay Boyle",1986
"0140161503",155930,0,"The Little Company (Virago Modern Classics)","Eleanor Dark",1986
"014016152x",36836,0,"Salem Chapel: Chronicles of Carlingford","Margaret Oliphant",1986
"0140161589",140974,9,"Who Was Changed and Who Was Dead (Virago Modern Classics)","Barbara Comyns",1987
"0140161589",266865,0,"Who Was Changed and Who Was Dead (Virago Modern Classics)","Barbara Comyns",1987
"0140161627",238120,0,"Chatterton Square (Virago Modern Classics)","E. H. Young",1987
"0140161724",36836,0,"The Brimming Cup (Virago modern classics)","Dorothy Canfield",1987
"0140161767",252848,0,"Summer Will Show (Virago Modern Classics)","Sylvia Townsend Warner",1987
"0140161813",29246,0,"The New House (Virago Modern Classics)","Lettice Cooper",1988
"0140161899",36836,0,"Miss Marjoribanks: Chronicles of Carlingford (Virago Classics)","Mrs. Oliphant",1989
"0140161953",5207,0,"The Willow Cabin (Virago Modern Classics)","Pamela Frankau",1989
"0140161996",123649,0,"The Brontes Went to Woolworths (Virago Modern Classics)","Rachel Ferguson",1990
"0140161996",248656,0,"The Brontes Went to Woolworths (Virago Modern Classics)","Rachel Ferguson",1990
"0140162003",125774,0,"Tortoise by Candlelight (Virago Modern Classics)","Nina Bawden",1990
"0140162003",127233,0,"Tortoise by Candlelight (Virago Modern Classics)","Nina Bawden",1990
"0140162003",218005,0,"Tortoise by Candlelight (Virago Modern Classics)","Nina Bawden",1990
"0140162054",91449,8,"Up the Junction (Virago Modern Classics)","Nell Dunn",1990
"0140162089",93047,0,"Armour Wherein He Trusted (Virago Modern Classics)","Mary Webb",1990
"014016233X",172742,0,"The Semi-Attached Couple &amp; the Semi-Detached House","Emily Eden",1992
"0140165002",64010,6,"Eunuchs for the Kingdom of Heaven: Women, Sexuality, and the Catholic Church","Uta Ranke-Heinemann",1991
"0140165185",131402,0,"Our House In the Last World","Oscar Hijuelos",0
"0140165215",23405,8,"Paradise News: A Novel","David Lodge",1993
"0140165215",38345,7,"Paradise News: A Novel","David Lodge",1993
"0140165215",49360,0,"Paradise News: A Novel","David Lodge",1993
"0140165215",73681,0,"Paradise News: A Novel","David Lodge",1993
"0140165215",80538,0,"Paradise News: A Novel","David Lodge",1993
"0140165215",91832,0,"Paradise News: A Novel","David Lodge",1993
"0140165215",105979,0,"Paradise News: A Novel","David Lodge",1993
"0140165215",178797,7,"Paradise News: A Novel","David Lodge",1993
"0140165215",201290,6,"Paradise News: A Novel","David Lodge",1993
"0140165215",207641,8,"Paradise News: A Novel","David Lodge",1993
"0140165215",238526,0,"Paradise News: A Novel","David Lodge",1993
"0140165223",11676,8,"Resuscitation of a Hanged Man (Contemporary American Fiction)","Denis Johnson",1992
"0140165223",129851,7,"Resuscitation of a Hanged Man (Contemporary American Fiction)","Denis Johnson",1992
"0140165320",93047,8,"Serious Pleasures: The Life of Stephen Tennant","Philip Hoare",1992
"0140165320",170229,0,"Serious Pleasures: The Life of Stephen Tennant","Philip Hoare",1992
"0140165320",266226,0,"Serious Pleasures: The Life of Stephen Tennant","Philip Hoare",1992
"0140165347",12982,0,"Jump and Other Stories","Nadine Gordimer",1992
"0140165347",92079,10,"Jump and Other Stories","Nadine Gordimer",1992
"0140165347",92861,0,"Jump and Other Stories","Nadine Gordimer",1992
"0140165347",94347,0,"Jump and Other Stories","Nadine Gordimer",1992
"0140165347",237646,0,"Jump and Other Stories","Nadine Gordimer",1992
"0140165525",3740,0,"The Indoor Boy","Antony Sher",1992
"0140165525",91519,0,"The Indoor Boy","Antony Sher",1992
"0140165525",94159,0,"The Indoor Boy","Antony Sher",1992
"0140165584",133747,0,"Everyday Ethics: Inspired Solutions to Real-Life Dilemmas","Joshua Halberstam",1994
"0140165592",76499,10,"The Diary of a Napoleonic Foot Soldier","Jakob Walter",1993
"0140165851",27788,4,"The Broken Goddess","Hans Bemmann",1993
"0140165851",37636,0,"The Broken Goddess","Hans Bemmann",1993
"0140165851",86243,0,"The Broken Goddess","Hans Bemmann",1993
"0140165886",94853,10,"Basic instinct: A novel","Richard Osborne",1992
"0140165886",182987,0,"Basic instinct: A novel","Richard Osborne",1992
"0140165940",35859,0,"God in Concord (Homer Kelly Mysteries (Paperback))","Jane Langton",1993
"0140165959",203968,0,"Strange Business","Rilla Askew",1997
"0140165959",251422,0,"Strange Business","Rilla Askew",1997
"0140166025",170184,7,"The Penguin Dictionary of Jokes, Wisecracks, Quips, and Quotes","Fred Metcalf",1996
"0140166033",130328,7,"The Gates of Ivory","Margaret Drabble",1992
"014016622X",35859,0,"Nuremberg : Infamy on Trial","Joseph E. Persico",1995
"014016622X",242640,0,"Nuremberg : Infamy on Trial","Joseph E. Persico",1995
"0140166289",142438,5,"Italian Labyrinth","John Haycraft",1987
"0140166467",186457,8,"King of the Ants","Charles Higson",1993
"0140166548",100906,0,"A History of Reading","Alberto Manguel",1997
"0140166548",213350,0,"A History of Reading","Alberto Manguel",1997
"0140166548",273344,10,"A History of Reading","Alberto Manguel",1997
"0140166823",47975,0,"What the Dogs Have Taught Me : And Other Amazing Things I've Learned","Merrill Markoe",1993
"0140166823",173415,0,"What the Dogs Have Taught Me : And Other Amazing Things I've Learned","Merrill Markoe",1993
"0140166823",206534,8,"What the Dogs Have Taught Me : And Other Amazing Things I've Learned","Merrill Markoe",1993
"0140166912",43246,0,"The Titanic: End of a Dream","Wyn Craig Wade",1992
"0140166912",92652,0,"The Titanic: End of a Dream","Wyn Craig Wade",1992
"0140166912",192176,0,"The Titanic: End of a Dream","Wyn Craig Wade",1992
"0140167064",78619,9,"The Penguin Book of Lesbian Short Stories","Margaret Reynolds",1994
"0140167064",87746,0,"The Penguin Book of Lesbian Short Stories","Margaret Reynolds",1994
"0140167064",204065,0,"The Penguin Book of Lesbian Short Stories","Margaret Reynolds",1994
"0140167064",239594,8,"The Penguin Book of Lesbian Short Stories","Margaret Reynolds",1994
"0140167064",270625,8,"The Penguin Book of Lesbian Short Stories","Margaret Reynolds",1994
"0140167102",207258,10,"We","Eugene Zamiatin",1991
"0140167110",129036,5,"The Shrine at Altamira (Contemporary American Fiction)","John L'Heureux",1993
"0140167137",40012,8,"Eorotemps (Roc S.)","Alex Stewart",1992
"0140167145",22885,0,"The Weerde (Roc S.)","Neil Gaiman",1993
"0140167153",278356,8,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",12685,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",14638,8,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",16106,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",24193,7,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",31392,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",51082,10,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",70649,9,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",71591,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",77181,6,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",98741,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",110934,8,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",131855,10,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",153662,5,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",167471,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",228802,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",250405,0,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167153",255218,8,"Your Money or Your Life: Transforming Your Relationship With Money and Achieving Financial Independence","Joe Dominguez",1993
"0140167188",30511,6,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",36907,9,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",37874,10,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",60244,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",87746,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",94985,6,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",108485,5,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",111174,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",139967,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",144765,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",168779,5,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",196077,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",204864,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",224349,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",250764,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",255786,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167188",264543,0,"The Road to Wellville","T. Coraghessan Boyle",1994
"0140167196",129851,0,"The Gates of Ivory","Margaret Drabble",1993
"0140167196",171118,0,"The Gates of Ivory","Margaret Drabble",1993
"0140167196",183178,6,"The Gates of Ivory","Margaret Drabble",1993
"0140167196",209174,8,"The Gates of Ivory","Margaret Drabble",1993
"014016720X",36554,10,"The World of Zines: A Guide to the Independent Magazine Revolution","Mike Gunderloy",1992
"0140167285",137937,0,"Paradise News","David Lodge",0
"0140167285",198711,0,"Paradise News","David Lodge",0
"0140167285",230218,9,"Paradise News","David Lodge",0
"0140167455",9188,0,"Victorian Engineering","L. T. C. Rolt",2000
"0140167730",64440,0,"Brotherly Love","Pete Dexter",1992
"0140167730",69078,0,"Brotherly Love","Pete Dexter",1992
"0140167765",114414,0,"Mendelsohn Is on the Roof: A Novel","Jiri Weil",1992
"0140167897",270713,8,"Leaven of Malice (Salterton Trilogy)","Robertson Davies",1994
"0140167919",181165,5,"A Mixture of Frailties (Salterton Trilogy)","Robertson Davies",1986
"0140167919",232131,0,"A Mixture of Frailties (Salterton Trilogy)","Robertson Davies",1986
"0140167919",270713,8,"A Mixture of Frailties (Salterton Trilogy)","Robertson Davies",1986
"0140167927",14521,0,"Tempest Tost (Salterton Trilogy)","Robertson Davies",1980
"0140167927",69684,7,"Tempest Tost (Salterton Trilogy)","Robertson Davies",1980
"0140167927",270713,8,"Tempest Tost (Salterton Trilogy)","Robertson Davies",1980
"0140167935",114414,0,"The Manticore","Robertson Davies",1992
"0140167943",105374,0,"Fifth Business","Robertson Davies",1992
"0140167943",166596,8,"Fifth Business","Robertson Davies",1992
"0140167943",168064,0,"Fifth Business","Robertson Davies",1992
"0140167943",170229,0,"Fifth Business","Robertson Davies",1992
"0140167943",208829,0,"Fifth Business","Robertson Davies",1992
"0140167943",250764,0,"Fifth Business","Robertson Davies",1992
"014016796X",76626,0,"World of Wonders","Robertson Davies",1977
"014016796X",170229,0,"World of Wonders","Robertson Davies",1977
"0140168087",86243,9,"Cousins","Patricia Grace",1992
"0140168087",98787,0,"Cousins","Patricia Grace",1992
"0140168087",135045,0,"Cousins","Patricia Grace",1992
"0140168117",65035,0,"Tristessa","Jack Kerouac",1992
"0140168117",203900,0,"Tristessa","Jack Kerouac",1992
"0140168117",225403,7,"Tristessa","Jack Kerouac",1992
"0140168117",238630,8,"Tristessa","Jack Kerouac",1992
"0140168125",8856,7,"Big Sur","Jack Kerouac",1992
"0140168125",87555,0,"Big Sur","Jack Kerouac",1992
"0140168125",97324,8,"Big Sur","Jack Kerouac",1992
"0140168125",104443,0,"Big Sur","Jack Kerouac",1992
"0140168125",114007,0,"Big Sur","Jack Kerouac",1992
"0140168125",152249,0,"Big Sur","Jack Kerouac",1992
"0140168125",173122,8,"Big Sur","Jack Kerouac",1992
"0140168125",201111,0,"Big Sur","Jack Kerouac",1992
"0140168125",234765,0,"Big Sur","Jack Kerouac",1992
"0140168125",242299,0,"Big Sur","Jack Kerouac",1992
"0140168125",270897,10,"Big Sur","Jack Kerouac",1992
"0140168133",36836,0,"The House Tibet","Georgia Savage",1992
"0140168133",174216,6,"The House Tibet","Georgia Savage",1992
"0140168133",245827,0,"The House Tibet","Georgia Savage",1992
"0140168249",247256,0,"Believing Is Seeing: Creating the Culture of Art","Mary Anne Staniszewski",1994
"0140168346",236172,5,"Test Your Own Job Aptitude: Exploring Your Career Potential","James Barrett",1995
"0140168354",36715,0,"They Used to Call Me Snow White...but I Drifted: Women's Strategic Use of Humor","Regina Barreca",1992
"0140168354",142024,9,"They Used to Call Me Snow White...but I Drifted: Women's Strategic Use of Humor","Regina Barreca",1992
"0140168354",224236,5,"They Used to Call Me Snow White...but I Drifted: Women's Strategic Use of Humor","Regina Barreca",1992
"0140168389",82917,7,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",110519,6,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",110636,0,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",117371,7,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",149907,0,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",183572,0,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",235248,9,"The Fireman's Fair","Josephine Humphreys",2000
"0140168389",258938,6,"The Fireman's Fair","Josephine Humphreys",2000
"0140168532",75783,6,"Why Black People Tend to Shout: Cold Facts and Wry Views from a Black Man's World","Ralph Wiley",1992
"0140168540",21014,0,"Red Sorghum: A Novel of China","Mo Yan",1994
"0140168540",30511,8,"Red Sorghum: A Novel of China","Mo Yan",1994
"0140168540",172742,0,"Red Sorghum: A Novel of China","Mo Yan",1994
"0140168540",204864,10,"Red Sorghum: A Novel of China","Mo Yan",1994
"0140168540",214866,9,"Red Sorghum: A Novel of China","Mo Yan",1994
"0140168540",275533,0,"Red Sorghum: A Novel of China","Mo Yan",1994
"0140168559",37573,0,"Reading from the Heart: Women, Literature, and the Search for True Love","Suzanne Juhasz",1995
"0140168559",157273,0,"Reading from the Heart: Women, Literature, and the Search for True Love","Suzanne Juhasz",1995
"0140168559",170229,0,"Reading from the Heart: Women, Literature, and the Search for True Love","Suzanne Juhasz",1995
"0140168559",172030,0,"Reading from the Heart: Women, Literature, and the Search for True Love","Suzanne Juhasz",1995
"0140168559",220326,0,"Reading from the Heart: Women, Literature, and the Search for True Love","Suzanne Juhasz",1995
"0140168788",67992,0,"The Eye in the Door","Pat Barker",1994
"0140168788",98544,0,"The Eye in the Door","Pat Barker",1994
"0140168842",42180,0,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",86189,8,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",99313,8,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",101882,0,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",108455,0,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",128276,0,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",170229,0,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",172377,7,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168842",270713,8,"Murther &amp; Walking Spirits","Robertson Davies",1992
"0140168893",55187,0,"Looking Around: A Journey Through Architecture","Witold Rybczynski",1993
"0140169083",155916,0,"It takes two to toyi-toyi: A survival guide to the New South Africa","Gus Silber",1991
"0140169083",252328,0,"It takes two to toyi-toyi: A survival guide to the New South Africa","Gus Silber",1991
"014016930X",805,10,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",9174,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",11676,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",30511,7,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",32049,7,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",51742,3,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",55492,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",56630,9,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",60244,9,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",77960,3,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",80323,9,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",81368,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",86134,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",86189,8,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",86959,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",87555,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",89602,8,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",90616,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",90766,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",94347,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",95359,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
"014016930X",108352,0,"Angle of Repose (Contemporary American Fiction)","Wallace Stegner",1992
