"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-S","Image-URL-M","Image-URL-L"
"0385311400","Drums of Autumn","DIANA GABALDON",1996,"Delacorte Press","http://images.amazon.com/images/P/0385311400.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0385311400.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0385311400.01.LZZZZZZZ.jpg"
"0060191821","Worst Fears Realized","Stuart Woods",1999,"Harpercollins","http://images.amazon.com/images/P/0060191821.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060191821.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060191821.01.LZZZZZZZ.jpg"
"0679729461","The Vintage Bradbury: Ray Bradbury's Own Selection of His Best Stories","Ray Bradbury",1990,"Vintage Books USA","http://images.amazon.com/images/P/0679729461.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679729461.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679729461.01.LZZZZZZZ.jpg"
"0425153789","Immortal in Death","J. D. Robb",1996,"Berkley Publishing Group","http://images.amazon.com/images/P/0425153789.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425153789.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425153789.01.LZZZZZZZ.jpg"
"0812574621","Animist","Eve Forward",2001,"Tor Fantasy","http://images.amazon.com/images/P/0812574621.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812574621.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812574621.01.LZZZZZZZ.jpg"
"0440208017","Deep Cover: The Inside Story of How Dea Infighting, Incompetence, and Subterfuge Lost Us the Biggest Battle of the Drug War","Michael Levine",1991,"Dell Publishing Company","http://images.amazon.com/images/P/0440208017.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440208017.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440208017.01.LZZZZZZZ.jpg"
"0451166604","Small Sacrifices: A True Story of Passion and Murder","Ann Rule",1988,"Signet Book","http://images.amazon.com/images/P/0451166604.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451166604.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451166604.01.LZZZZZZZ.jpg"
"0425044505","Prince of the City","Robert Daley",1981,"Penguin Putnam~mass","http://images.amazon.com/images/P/0425044505.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425044505.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425044505.01.LZZZZZZZ.jpg"
"0553560239","The Hot House : Life Inside Leavenworth Prison","PETE EARLEY",1993,"Bantam","http://images.amazon.com/images/P/0553560239.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553560239.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553560239.01.LZZZZZZZ.jpg"
"0141001763","Ravelstein (Penguin Great Books of the 20th Century)","Saul Bellow",2001,"Penguin Books","http://images.amazon.com/images/P/0141001763.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0141001763.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0141001763.01.LZZZZZZZ.jpg"
"0441363954","I Have No Mouth and I Must Scream","Harlan Ellison",1984,"Ace Books","http://images.amazon.com/images/P/0441363954.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0441363954.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0441363954.01.LZZZZZZZ.jpg"
"0812525817","The Dracula Tape","Fred Saberhagen",1989,"Tor Books","http://images.amazon.com/images/P/0812525817.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812525817.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812525817.01.LZZZZZZZ.jpg"
"0345440021","Funeral in Blue","Anne Perry",2002,"Fawcett Books","http://images.amazon.com/images/P/0345440021.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345440021.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345440021.01.LZZZZZZZ.jpg"
"0451452259","Witches Abroad (Discworld Novels (Paperback))","Terry Pratchett",0,"New Amer Library","http://images.amazon.com/images/P/0451452259.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451452259.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451452259.01.LZZZZZZZ.jpg"
"0345405668","American Empire: Blood and Iron","Harry Turtledove",2002,"Del Rey Books","http://images.amazon.com/images/P/0345405668.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345405668.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345405668.01.LZZZZZZZ.jpg"
"0670852341","Mid-Life Confidential: The Rock Bottom Remainders Tour America With Three Chords and an Attitude","Dave Marsh",1994,"Penguin USA","http://images.amazon.com/images/P/0670852341.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0670852341.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0670852341.01.LZZZZZZZ.jpg"
"0446405310","The Pilgrim of Hate","Ellis Peters",1997,"Warner Books","http://images.amazon.com/images/P/0446405310.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446405310.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446405310.01.LZZZZZZZ.jpg"
"0671891227","SLOW DANCING ON DINOSAUR BONES : A Novel","Lana Witt",1997,"Scribner","http://images.amazon.com/images/P/0671891227.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671891227.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671891227.01.LZZZZZZZ.jpg"
"0933685165","Language of the Heart: Bill W's Grapevine Writings","W. Pseud Bill",1988,"Hazelden","http://images.amazon.com/images/P/0933685165.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0933685165.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0933685165.01.LZZZZZZZ.jpg"
"0916856003","Alcoholics Anonymous: The Story of How Many Thousands of Men and Women Have Recovered from Alcoholism/B-1","Bill W.",1976,"Alcoholics Anonymous World Services","http://images.amazon.com/images/P/0916856003.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0916856003.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0916856003.01.LZZZZZZZ.jpg"
"0916856011","Twelve Steps and Twelve Traditions","Alcoholics Anonymous",1989,"Hazelden Publishing &amp; Educational Services","http://images.amazon.com/images/P/0916856011.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0916856011.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0916856011.01.LZZZZZZZ.jpg"
"091685602X","Alcoholics Anonymous Comes of Age: A Brief History of A. A.","Alcoholics Anonymous World Service",1957,"Alcoholics Anonymous World Services","http://images.amazon.com/images/P/091685602X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/091685602X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/091685602X.01.LZZZZZZZ.jpg"
"0916856038","As Bill Sees It: Selected Writings of the Alcoholics Anonymous Co-Founder/B-5","Bill W.",1967,"Alcoholics Anonymous World services","http://images.amazon.com/images/P/0916856038.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0916856038.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0916856038.01.LZZZZZZZ.jpg"
"0809135523","Power Recovery: The Twelve Steps for a New Generation","James Wiley",1995,"Paulist Pr","http://images.amazon.com/images/P/0809135523.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0809135523.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0809135523.01.LZZZZZZZ.jpg"
"0312181825","A Sponsorship Guide for 12-Step Programs","M. T.",1998,"St. Martin's Press","http://images.amazon.com/images/P/0312181825.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312181825.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312181825.01.LZZZZZZZ.jpg"
"0380817160","A Winter Haunting","Dan Simmons",2002,"HarperTorch","http://images.amazon.com/images/P/0380817160.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380817160.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380817160.01.LZZZZZZZ.jpg"
"0380789183","Darwin's Blade: A Novel of Suspense","Dan Simmons",2001,"HarperTorch","http://images.amazon.com/images/P/0380789183.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380789183.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380789183.01.LZZZZZZZ.jpg"
"0446605980","The Last Day","Glenn Kleier",1998,"Warner Vision","http://images.amazon.com/images/P/0446605980.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446605980.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446605980.01.LZZZZZZZ.jpg"
"0380799146","Speaking Stones","Stephen Leigh",1999,"Eos","http://images.amazon.com/images/P/0380799146.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380799146.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380799146.01.LZZZZZZZ.jpg"
"0812541944","The Last Voice They Hear","Ramsey Campbell",1999,"Forge","http://images.amazon.com/images/P/0812541944.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812541944.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812541944.01.LZZZZZZZ.jpg"
"0380973820","From the Dust Returned: A Novel","Ray Bradbury",2001,"William Morrow &amp; Company","http://images.amazon.com/images/P/0380973820.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380973820.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380973820.01.LZZZZZZZ.jpg"
"031242129X","The Riddle and the Knight: In Search of Sir John Mandeville, the World's Greatest Traveller","Giles Milton",2002,"Picador","http://images.amazon.com/images/P/031242129X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/031242129X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/031242129X.01.LZZZZZZZ.jpg"
"1564408949","Short Nature Walks on Cape Cod, Nantucket, and the Vineyard (Short Nature Walks Series)","Hugh Sadlier",1996,"Globe Pequot Pr","http://images.amazon.com/images/P/1564408949.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1564408949.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1564408949.01.LZZZZZZZ.jpg"
"048629899X","The Narrative of Sojourner Truth (Dover Thrift Editions)","Olive Gilbert",1997,"Dover Publications","http://images.amazon.com/images/P/048629899X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/048629899X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/048629899X.01.LZZZZZZZ.jpg"
"0684833220","FEROCIOUS ROMANCE : WHAT MY ENCOUNTERS WITH THE RIGHT TAUGHT ME ABOUT SEX, GOD, AND FURY","Donna Minkowitz",1998,"Free Press","http://images.amazon.com/images/P/0684833220.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0684833220.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0684833220.01.LZZZZZZZ.jpg"
"0571210031","Hinterland","Sebastian Barry",2002,"Faber &amp; Faber","http://images.amazon.com/images/P/0571210031.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0571210031.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0571210031.01.LZZZZZZZ.jpg"
"0553231081","Southern Discomfort","Rita Mae Brown",1983,"Bantam Books","http://images.amazon.com/images/P/0553231081.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553231081.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553231081.01.LZZZZZZZ.jpg"
"1576751996","Affluenza: The All-Consuming Epidemic","John De Graaf",2002,"Berrett-Koehler Publishers","http://images.amazon.com/images/P/1576751996.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1576751996.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1576751996.01.LZZZZZZZ.jpg"
"1585421383","The American Soul: Rediscovering the Wisdom of the Founders","Jacob Needleman",2002,"Jeremy P. Tarcher","http://images.amazon.com/images/P/1585421383.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1585421383.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1585421383.01.LZZZZZZZ.jpg"
"0684197286","MASTERS OF THE HOUSE","Robert Barnard",1994,"Scribner","http://images.amazon.com/images/P/0684197286.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0684197286.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0684197286.01.LZZZZZZZ.jpg"
"1565840003","Race: How Blacks and Whites Think and Feel About the American Obsession","Studs Terkel",1992,"W W Norton &amp; Co Inc","http://images.amazon.com/images/P/1565840003.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1565840003.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1565840003.01.LZZZZZZZ.jpg"
"0394755588","Never Take Your Cat to a Salad Bar","Nicole Hollander",1988,"Random House Inc","http://images.amazon.com/images/P/0394755588.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394755588.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394755588.01.LZZZZZZZ.jpg"
"0809104903","Images for Change: The Transformation of Society","Rosemary Luling Haughton",1997,"Paulist Press","http://images.amazon.com/images/P/0809104903.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0809104903.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0809104903.01.LZZZZZZZ.jpg"
"0306810719","The Templars: The Dramatic History of the Knights Templar, the Most Powerful Military Order of the Crusades","Piers Paul Read",2001,"Da Capo Press","http://images.amazon.com/images/P/0306810719.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0306810719.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0306810719.01.LZZZZZZZ.jpg"
"0515134333","The Mantra","Dmitry Radyshevsky",2002,"Jove Books","http://images.amazon.com/images/P/0515134333.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0515134333.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0515134333.01.LZZZZZZZ.jpg"
"1880216620","Speaks the Nightbird","Robert R. McCammon",2002,"River City Pub.","http://images.amazon.com/images/P/1880216620.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1880216620.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1880216620.01.LZZZZZZZ.jpg"
"0345383044","Jihad vs. McWorld: How Globalism and Tribalism Are Reshaping the World","Benjamin R. Barber",1996,"Ballantine Books","http://images.amazon.com/images/P/0345383044.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345383044.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345383044.01.LZZZZZZZ.jpg"
"0765303744","Death Comes As Epiphany : A Catherine LeVendeur Mystery (Catherine LeVendeur)","Sharan Newman",2002,"Forge Books","http://images.amazon.com/images/P/0765303744.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0765303744.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0765303744.01.LZZZZZZZ.jpg"
"1573241989","Honor Thy Children: One Family's Journey to Wholeness","Molly Fumia",2000,"Conari Press","http://images.amazon.com/images/P/1573241989.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1573241989.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1573241989.01.LZZZZZZZ.jpg"
"037603078X","Making the Most of Your Own Backyard","Sunset Books",1996,"Sunset Publishing Corporation","http://images.amazon.com/images/P/037603078X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/037603078X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/037603078X.01.LZZZZZZZ.jpg"
"0865731810","The Complete Guide to Decks: A Step-By-Step Manual for Building Basic and Advanced Decks (Black &amp; Decker Home Improvement Library)","Creative Publishing International",1999,"Creative Publishing International","http://images.amazon.com/images/P/0865731810.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0865731810.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0865731810.01.LZZZZZZZ.jpg"
"0918894735","The Home Landscaper: 55 Professional Landscapes You Can Do","Ann Reilly",1990,"Home Planners","http://images.amazon.com/images/P/0918894735.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0918894735.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0918894735.01.LZZZZZZZ.jpg"
"0740700030","Dilbert Gives You The Business (Ppb)","Scott Adams",1999,"Andrews McMeel Publishing","http://images.amazon.com/images/P/0740700030.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0740700030.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0740700030.01.LZZZZZZZ.jpg"
"0836278445","Don'T Step In The Leadership:A Dilbert Book","Scott Adams",1999,"Andrews McMeel Publishing","http://images.amazon.com/images/P/0836278445.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0836278445.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0836278445.01.LZZZZZZZ.jpg"
"0801670640","American Red Cross Community First Aid and Safety","American Red Cross",1993,"Mosby-Year Book","http://images.amazon.com/images/P/0801670640.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0801670640.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0801670640.01.LZZZZZZZ.jpg"
"0689705581","EMPTY SPACE (Empty Space Coll Txt Ppr 237)","Peter Brook",1978,"Scribner Paper Fiction","http://images.amazon.com/images/P/0689705581.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0689705581.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0689705581.01.LZZZZZZZ.jpg"
"0061090891","Santa Fe Rules","Stuart Woods",1993,"HarperTorch","http://images.amazon.com/images/P/0061090891.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0061090891.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0061090891.01.LZZZZZZZ.jpg"
"1551664593","Drifter","Susan Wiggs",1998,"Mira","http://images.amazon.com/images/P/1551664593.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1551664593.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1551664593.01.LZZZZZZZ.jpg"
"0380789175","The Crook Factory","Dan Simmons",2000,"HarperTorch","http://images.amazon.com/images/P/0380789175.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380789175.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380789175.01.LZZZZZZZ.jpg"
"0394588320","Harlot's Ghost","Norman Mailer",1991,"Random House Inc","http://images.amazon.com/images/P/0394588320.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394588320.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394588320.01.LZZZZZZZ.jpg"
"0380761300","Prince of Midnight","Laura Kinsale",1990,"Harper Mass Market Paperbacks","http://images.amazon.com/images/P/0380761300.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380761300.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380761300.01.LZZZZZZZ.jpg"
"0451520904","Brothers Karamazov","Fyodor M. Dostoevsky",1979,"Signet Book","http://images.amazon.com/images/P/0451520904.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451520904.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451520904.01.LZZZZZZZ.jpg"
"0449206467","The Last Enchantment","Mary Stewart",1990,"Fawcett Books","http://images.amazon.com/images/P/0449206467.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449206467.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449206467.01.LZZZZZZZ.jpg"
"0553295276","Beauty","Sheri S. Tepper",1992,"Bantam","http://images.amazon.com/images/P/0553295276.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553295276.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553295276.01.LZZZZZZZ.jpg"
"0449210634","Feast of All Saints","Anne Rice",1985,"Fawcett Books","http://images.amazon.com/images/P/0449210634.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449210634.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449210634.01.LZZZZZZZ.jpg"
"0380750082","The Hidden Heart","Laura Kinsale",1986,"Avon","http://images.amazon.com/images/P/0380750082.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380750082.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380750082.01.LZZZZZZZ.jpg"
"0805208917","Tales of King Arthur","Thomas Malory",1989,"Schocken Books","http://images.amazon.com/images/P/0805208917.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0805208917.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0805208917.01.LZZZZZZZ.jpg"
"0801037182","Teachings of Jehovah's Witnesses","John Gerstner",1983,"Baker Books","http://images.amazon.com/images/P/0801037182.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0801037182.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0801037182.01.LZZZZZZZ.jpg"
"0195283562","The New Oxford Annotated Bible with Apocrypha: An Ecumenical Study Bible","Bernhard W. Anderson",1991,"Oxford University Press","http://images.amazon.com/images/P/0195283562.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0195283562.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0195283562.01.LZZZZZZZ.jpg"
"0600559211","Golden Treasury of Songs and Lyrics","Francis Palgrave",0,"Hamlyn Publ Group Ltd","http://images.amazon.com/images/P/0600559211.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0600559211.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0600559211.01.LZZZZZZZ.jpg"
"0893756083","Around the World in 80 Days","Jules Verne",1981,"Troll Communications","http://images.amazon.com/images/P/0893756083.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0893756083.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0893756083.01.LZZZZZZZ.jpg"
"0333341260","A history of erotic literature","Patrick J. Kearney",1982,"Macmillan","http://images.amazon.com/images/P/0333341260.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0333341260.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0333341260.01.LZZZZZZZ.jpg"
"0553050524","The Walking Drum","Louis L'Amour",1984,"Smithmark Pub","http://images.amazon.com/images/P/0553050524.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553050524.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553050524.01.LZZZZZZZ.jpg"
"0385127804","Queens of England","Norah Lofts",1977,"Bantam Dell Pub Group","http://images.amazon.com/images/P/0385127804.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0385127804.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0385127804.01.LZZZZZZZ.jpg"
"0849750296","Older Beginner Piano Course Level 1/WP32","Bastien",1977,"Neil a Kjos Music Co","http://images.amazon.com/images/P/0849750296.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0849750296.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0849750296.01.LZZZZZZZ.jpg"
"0849750342","Favorite Melodies the World over: Level 1 (Wp 37 Level 1)","Jane Smisor Bastien",1977,"Neil a Kjos Music Co","http://images.amazon.com/images/P/0849750342.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0849750342.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0849750342.01.LZZZZZZZ.jpg"
"0849750318","Musicianship for the Older Beginner: Level 1","Jane Bastien",1977,"Neil a Kjos Music Co","http://images.amazon.com/images/P/0849750318.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0849750318.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0849750318.01.LZZZZZZZ.jpg"
"003061368X","The Sunne in Splendour","Sharon Kay Penman",1982,"Henry Holt &amp; Co","http://images.amazon.com/images/P/003061368X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/003061368X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/003061368X.01.LZZZZZZZ.jpg"
"0137533195","Reaching out: Interpersonal effectiveness and self-actualization","David W Johnson",1981,"Prentice-Hall","http://images.amazon.com/images/P/0137533195.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0137533195.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0137533195.01.LZZZZZZZ.jpg"
"0133222233","Flashback: A brief history of film","Louis D Giannetti",1986,"Prentice-Hall","http://images.amazon.com/images/P/0133222233.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0133222233.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0133222233.01.LZZZZZZZ.jpg"
"0517371561","The Lore of the Unicorn","Odel Shepard",1986,"Random House Value Publishing","http://images.amazon.com/images/P/0517371561.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517371561.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517371561.01.LZZZZZZZ.jpg"
"0385190328","Discovery of King Arthur","Geoffrey Ashe",1985,"Random House Inc","http://images.amazon.com/images/P/0385190328.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0385190328.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0385190328.01.LZZZZZZZ.jpg"
"0380607727","Oxford American Dictionary","Eugene H. Ehrlich",1982,"Avon","http://images.amazon.com/images/P/0380607727.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380607727.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380607727.01.LZZZZZZZ.jpg"
"0671622005","Child of the Northern Spring","Persia Woolley",1987,"Poseidon Press","http://images.amazon.com/images/P/0671622005.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671622005.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671622005.01.LZZZZZZZ.jpg"
"0452010276","The Universal Myths: Heroes, Gods, Tricksters and Others (Meridian S.)","Alexander Eliot",1990,"Plume Books","http://images.amazon.com/images/P/0452010276.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0452010276.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0452010276.01.LZZZZZZZ.jpg"
"0634020501","The First Book of Soprano Solos - Part II (First Book of Solos Part II)","Joan Frey Boytim",2000,"G. Schirmer, Inc.","http://images.amazon.com/images/P/0634020501.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0634020501.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0634020501.01.LZZZZZZZ.jpg"
"0634020463","The First Book of Soprano Solos (First Book of Solos)","Joan Frey Boytim",2000,"G. Schirmer, Inc.","http://images.amazon.com/images/P/0634020463.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0634020463.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0634020463.01.LZZZZZZZ.jpg"
"0793537991","The Second Book of Soprano Solos","Boytim",1994,"G. Schirmer, Inc.","http://images.amazon.com/images/P/0793537991.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0793537991.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0793537991.01.LZZZZZZZ.jpg"
"0440308453","Bulfinch's Mythology (Laurel Classic)","Thomas Bulfinch",1990,"Dell Publishing Company","http://images.amazon.com/images/P/0440308453.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440308453.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440308453.01.LZZZZZZZ.jpg"
"0140440704","Beowulf: A Prose Translation Penguin Classics (Penguin Classics)","David Wright",1957,"Penguin Books","http://images.amazon.com/images/P/0140440704.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140440704.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140440704.01.LZZZZZZZ.jpg"
"0155758276","Readings for writers","Jo Ray McCuen",1977,"Harcourt Brace Jovanovich","http://images.amazon.com/images/P/0155758276.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0155758276.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0155758276.01.LZZZZZZZ.jpg"
